,cosine,word_1,word_2,place
71,0.0,быстро поднять,вдалеке приехать,chicago_360
72,0.0,быстро поднять,знать ещё,chicago_360
73,0.0,быстро поднять,лифт смотровой,chicago_360
74,0.0,быстро поднять,некоторый время,chicago_360
75,0.0,быстро поднять,площадка довольный,chicago_360
76,0.0,быстро поднять,площадка некоторый,chicago_360
77,0.0,быстро поднять,поворотный палуба,chicago_360
78,0.0,быстро поднять,поэтому знать,chicago_360
79,0.0,быстро поднять,сюда остаться,chicago_360
80,0.0,быстро поднять,туда приехать,chicago_360
81,0.0,быстро поднять,быстро поднять,chicago_360
82,0.0,быстро поднять,вдалеке приехать,chicago_360
83,0.0,быстро поднять,знать ещё,chicago_360
84,0.0,быстро поднять,лифт смотровой,chicago_360
85,0.0,быстро поднять,некоторый время,chicago_360
86,0.0,быстро поднять,площадка довольный,chicago_360
87,0.0,быстро поднять,площадка некоторый,chicago_360
88,0.0,быстро поднять,поворотный палуба,chicago_360
89,0.0,быстро поднять,поэтому знать,chicago_360
90,0.0,быстро поднять,сюда остаться,chicago_360
91,0.0,быстро поднять,туда приехать,chicago_360
92,0.0,быстро поднять,быстро поднять,chicago_360
93,0.0,быстро поднять,вдалеке приехать,chicago_360
94,0.0,быстро поднять,знать ещё,chicago_360
95,0.0,быстро поднять,лифт смотровой,chicago_360
96,0.0,быстро поднять,некоторый время,chicago_360
97,0.0,быстро поднять,площадка довольный,chicago_360
98,0.0,быстро поднять,площадка некоторый,chicago_360
99,0.0,быстро поднять,поворотный палуба,chicago_360
100,0.0,быстро поднять,поэтому знать,chicago_360
101,0.0,быстро поднять,сюда остаться,chicago_360
102,0.0,быстро поднять,туда приехать,chicago_360
103,0.0,быстро поднять,быстро поднять,chicago_360
104,0.0,быстро поднять,вдалеке приехать,chicago_360
105,0.0,быстро поднять,знать ещё,chicago_360
106,0.0,быстро поднять,лифт смотровой,chicago_360
107,0.0,быстро поднять,некоторый время,chicago_360
108,0.0,быстро поднять,площадка довольный,chicago_360
109,0.0,быстро поднять,площадка некоторый,chicago_360
110,0.0,быстро поднять,поворотный палуба,chicago_360
111,0.0,быстро поднять,поэтому знать,chicago_360
112,0.0,быстро поднять,сюда остаться,chicago_360
113,0.0,быстро поднять,туда приехать,chicago_360
114,0.0,быстро поднять,быстро поднять,chicago_360
115,0.0,быстро поднять,вдалеке приехать,chicago_360
116,0.0,быстро поднять,знать ещё,chicago_360
117,0.0,быстро поднять,лифт смотровой,chicago_360
118,0.0,быстро поднять,некоторый время,chicago_360
119,0.0,быстро поднять,площадка довольный,chicago_360
120,0.0,быстро поднять,площадка некоторый,chicago_360
121,0.0,быстро поднять,поворотный палуба,chicago_360
122,0.0,быстро поднять,поэтому знать,chicago_360
123,0.0,быстро поднять,сюда остаться,chicago_360
124,0.0,быстро поднять,туда приехать,chicago_360
125,0.333423709310544,быстро поднять,приехать сюда,chicago_360
126,0.1439682257015188,быстро поднять,смотровой площадка,chicago_360
127,0.0,быстро поднять,быстро поднять,chicago_360
128,0.0,быстро поднять,вдалеке приехать,chicago_360
129,0.0,быстро поднять,знать ещё,chicago_360
130,0.0,быстро поднять,лифт смотровой,chicago_360
131,0.0,быстро поднять,некоторый время,chicago_360
132,0.0,быстро поднять,площадка довольный,chicago_360
133,0.0,быстро поднять,площадка некоторый,chicago_360
134,0.0,быстро поднять,поворотный палуба,chicago_360
135,0.0,быстро поднять,поэтому знать,chicago_360
136,0.0,быстро поднять,сюда остаться,chicago_360
137,0.0,быстро поднять,туда приехать,chicago_360
138,0.0,быстро поднять,быстро поднять,chicago_360
139,0.0,быстро поднять,вдалеке приехать,chicago_360
140,0.0,быстро поднять,знать ещё,chicago_360
141,0.0,быстро поднять,лифт смотровой,chicago_360
142,0.0,быстро поднять,некоторый время,chicago_360
143,0.0,быстро поднять,площадка довольный,chicago_360
144,0.0,быстро поднять,площадка некоторый,chicago_360
145,0.0,быстро поднять,поворотный палуба,chicago_360
146,0.0,быстро поднять,поэтому знать,chicago_360
147,0.0,быстро поднять,сюда остаться,chicago_360
148,0.0,быстро поднять,туда приехать,chicago_360
149,0.0,вдалеке приехать,быстро поднять,chicago_360
150,0.0,вдалеке приехать,вдалеке приехать,chicago_360
151,0.0,вдалеке приехать,знать ещё,chicago_360
152,0.0,вдалеке приехать,лифт смотровой,chicago_360
153,0.0,вдалеке приехать,некоторый время,chicago_360
154,0.0,вдалеке приехать,площадка довольный,chicago_360
155,0.0,вдалеке приехать,площадка некоторый,chicago_360
156,0.0,вдалеке приехать,поворотный палуба,chicago_360
157,0.0,вдалеке приехать,поэтому знать,chicago_360
158,0.0,вдалеке приехать,сюда остаться,chicago_360
159,0.0,вдалеке приехать,туда приехать,chicago_360
160,0.0,вдалеке приехать,быстро поднять,chicago_360
161,0.0,вдалеке приехать,вдалеке приехать,chicago_360
162,0.0,вдалеке приехать,знать ещё,chicago_360
163,0.0,вдалеке приехать,лифт смотровой,chicago_360
164,0.0,вдалеке приехать,некоторый время,chicago_360
165,0.0,вдалеке приехать,площадка довольный,chicago_360
166,0.0,вдалеке приехать,площадка некоторый,chicago_360
167,0.0,вдалеке приехать,поворотный палуба,chicago_360
168,0.0,вдалеке приехать,поэтому знать,chicago_360
169,0.0,вдалеке приехать,сюда остаться,chicago_360
170,0.0,вдалеке приехать,туда приехать,chicago_360
171,0.0,вдалеке приехать,быстро поднять,chicago_360
172,0.0,вдалеке приехать,вдалеке приехать,chicago_360
173,0.0,вдалеке приехать,знать ещё,chicago_360
174,0.0,вдалеке приехать,лифт смотровой,chicago_360
175,0.0,вдалеке приехать,некоторый время,chicago_360
176,0.0,вдалеке приехать,площадка довольный,chicago_360
177,0.0,вдалеке приехать,площадка некоторый,chicago_360
178,0.0,вдалеке приехать,поворотный палуба,chicago_360
179,0.0,вдалеке приехать,поэтому знать,chicago_360
180,0.0,вдалеке приехать,сюда остаться,chicago_360
181,0.0,вдалеке приехать,туда приехать,chicago_360
182,0.0,вдалеке приехать,быстро поднять,chicago_360
183,0.0,вдалеке приехать,вдалеке приехать,chicago_360
184,0.0,вдалеке приехать,знать ещё,chicago_360
185,0.0,вдалеке приехать,лифт смотровой,chicago_360
186,0.0,вдалеке приехать,некоторый время,chicago_360
187,0.0,вдалеке приехать,площадка довольный,chicago_360
188,0.0,вдалеке приехать,площадка некоторый,chicago_360
189,0.0,вдалеке приехать,поворотный палуба,chicago_360
190,0.0,вдалеке приехать,поэтому знать,chicago_360
191,0.0,вдалеке приехать,сюда остаться,chicago_360
192,0.0,вдалеке приехать,туда приехать,chicago_360
193,0.0,вдалеке приехать,быстро поднять,chicago_360
194,0.0,вдалеке приехать,вдалеке приехать,chicago_360
195,0.0,вдалеке приехать,знать ещё,chicago_360
196,0.0,вдалеке приехать,лифт смотровой,chicago_360
197,0.0,вдалеке приехать,некоторый время,chicago_360
198,0.0,вдалеке приехать,площадка довольный,chicago_360
199,0.0,вдалеке приехать,площадка некоторый,chicago_360
200,0.0,вдалеке приехать,поворотный палуба,chicago_360
201,0.0,вдалеке приехать,поэтому знать,chicago_360
202,0.0,вдалеке приехать,сюда остаться,chicago_360
203,0.0,вдалеке приехать,туда приехать,chicago_360
204,0.0,вдалеке приехать,быстро поднять,chicago_360
205,0.0,вдалеке приехать,вдалеке приехать,chicago_360
206,0.0,вдалеке приехать,знать ещё,chicago_360
207,0.0,вдалеке приехать,лифт смотровой,chicago_360
208,0.0,вдалеке приехать,некоторый время,chicago_360
209,0.0,вдалеке приехать,площадка довольный,chicago_360
210,0.0,вдалеке приехать,площадка некоторый,chicago_360
211,0.0,вдалеке приехать,поворотный палуба,chicago_360
212,0.0,вдалеке приехать,поэтому знать,chicago_360
213,0.0,вдалеке приехать,сюда остаться,chicago_360
214,0.0,вдалеке приехать,туда приехать,chicago_360
215,0.0,вдалеке приехать,быстро поднять,chicago_360
216,0.0,вдалеке приехать,вдалеке приехать,chicago_360
217,0.0,вдалеке приехать,знать ещё,chicago_360
218,0.0,вдалеке приехать,лифт смотровой,chicago_360
219,0.0,вдалеке приехать,некоторый время,chicago_360
220,0.0,вдалеке приехать,площадка довольный,chicago_360
221,0.0,вдалеке приехать,площадка некоторый,chicago_360
222,0.0,вдалеке приехать,поворотный палуба,chicago_360
223,0.0,вдалеке приехать,поэтому знать,chicago_360
224,0.0,вдалеке приехать,сюда остаться,chicago_360
225,0.0,вдалеке приехать,туда приехать,chicago_360
226,0.0,вдалеке приехать,быстро поднять,chicago_360
227,0.0,вдалеке приехать,вдалеке приехать,chicago_360
228,0.0,вдалеке приехать,знать ещё,chicago_360
229,0.0,вдалеке приехать,лифт смотровой,chicago_360
230,0.0,вдалеке приехать,некоторый время,chicago_360
231,0.0,вдалеке приехать,площадка довольный,chicago_360
232,0.0,вдалеке приехать,площадка некоторый,chicago_360
233,0.0,вдалеке приехать,поворотный палуба,chicago_360
234,0.0,вдалеке приехать,поэтому знать,chicago_360
235,0.0,вдалеке приехать,сюда остаться,chicago_360
236,0.0,вдалеке приехать,туда приехать,chicago_360
237,0.0,вдалеке приехать,быстро поднять,chicago_360
238,0.0,вдалеке приехать,вдалеке приехать,chicago_360
239,0.0,вдалеке приехать,знать ещё,chicago_360
240,0.0,вдалеке приехать,лифт смотровой,chicago_360
241,0.0,вдалеке приехать,некоторый время,chicago_360
242,0.0,вдалеке приехать,площадка довольный,chicago_360
243,0.0,вдалеке приехать,площадка некоторый,chicago_360
244,0.0,вдалеке приехать,поворотный палуба,chicago_360
245,0.0,вдалеке приехать,поэтому знать,chicago_360
246,0.0,вдалеке приехать,сюда остаться,chicago_360
247,0.0,вдалеке приехать,туда приехать,chicago_360
248,0.333423709310544,вдалеке приехать,приехать сюда,chicago_360
249,0.1439682257015188,вдалеке приехать,смотровой площадка,chicago_360
250,0.0,вдалеке приехать,быстро поднять,chicago_360
251,0.0,вдалеке приехать,вдалеке приехать,chicago_360
252,0.0,вдалеке приехать,знать ещё,chicago_360
253,0.0,вдалеке приехать,лифт смотровой,chicago_360
254,0.0,вдалеке приехать,некоторый время,chicago_360
255,0.0,вдалеке приехать,площадка довольный,chicago_360
256,0.0,вдалеке приехать,площадка некоторый,chicago_360
257,0.0,вдалеке приехать,поворотный палуба,chicago_360
258,0.0,вдалеке приехать,поэтому знать,chicago_360
259,0.0,вдалеке приехать,сюда остаться,chicago_360
260,0.0,вдалеке приехать,туда приехать,chicago_360
261,0.0,вдалеке приехать,быстро поднять,chicago_360
262,0.0,вдалеке приехать,вдалеке приехать,chicago_360
263,0.0,вдалеке приехать,знать ещё,chicago_360
264,0.0,вдалеке приехать,лифт смотровой,chicago_360
265,0.0,вдалеке приехать,некоторый время,chicago_360
266,0.0,вдалеке приехать,площадка довольный,chicago_360
267,0.0,вдалеке приехать,площадка некоторый,chicago_360
268,0.0,вдалеке приехать,поворотный палуба,chicago_360
269,0.0,вдалеке приехать,поэтому знать,chicago_360
270,0.0,вдалеке приехать,сюда остаться,chicago_360
271,0.0,вдалеке приехать,туда приехать,chicago_360
272,0.0,главный страх,главный страх,chicago_360
273,0.0,главный страх,неплохо понравиться,chicago_360
274,0.0,главный страх,понравиться ещё,chicago_360
275,0.0,главный страх,главный страх,chicago_360
276,0.0,главный страх,неплохо понравиться,chicago_360
277,0.0,главный страх,понравиться ещё,chicago_360
278,0.0,главный страх,главный страх,chicago_360
279,0.0,главный страх,неплохо понравиться,chicago_360
280,0.0,главный страх,понравиться ещё,chicago_360
281,0.0,единственный причина,боязнь противный,chicago_360
282,0.0,единственный причина,единственный причина,chicago_360
283,0.0,единственный причина,противный случай,chicago_360
284,0.0,единственный причина,случай панорамный,chicago_360
285,0.0,единственный причина,боязнь противный,chicago_360
286,0.0,единственный причина,единственный причина,chicago_360
287,0.0,единственный причина,противный случай,chicago_360
288,0.0,единственный причина,случай панорамный,chicago_360
289,0.25456318263001954,единственный причина,приехать сюда,chicago_360
290,0.0,единственный причина,боязнь противный,chicago_360
291,0.0,единственный причина,единственный причина,chicago_360
292,0.0,единственный причина,противный случай,chicago_360
293,0.0,единственный причина,случай панорамный,chicago_360
294,0.0,единственный причина,боязнь противный,chicago_360
295,0.0,единственный причина,единственный причина,chicago_360
296,0.0,единственный причина,противный случай,chicago_360
297,0.0,единственный причина,случай панорамный,chicago_360
298,0.0,захватывать красиво,захватывать красиво,chicago_360
299,0.0,знать ещё,быстро поднять,chicago_360
300,0.0,знать ещё,вдалеке приехать,chicago_360
301,0.0,знать ещё,знать ещё,chicago_360
302,0.0,знать ещё,лифт смотровой,chicago_360
303,0.0,знать ещё,некоторый время,chicago_360
304,0.0,знать ещё,площадка довольный,chicago_360
305,0.0,знать ещё,площадка некоторый,chicago_360
306,0.0,знать ещё,поворотный палуба,chicago_360
307,0.0,знать ещё,поэтому знать,chicago_360
308,0.0,знать ещё,сюда остаться,chicago_360
309,0.0,знать ещё,туда приехать,chicago_360
310,0.0,знать ещё,быстро поднять,chicago_360
311,0.0,знать ещё,вдалеке приехать,chicago_360
312,0.0,знать ещё,знать ещё,chicago_360
313,0.0,знать ещё,лифт смотровой,chicago_360
314,0.0,знать ещё,некоторый время,chicago_360
315,0.0,знать ещё,площадка довольный,chicago_360
316,0.0,знать ещё,площадка некоторый,chicago_360
317,0.0,знать ещё,поворотный палуба,chicago_360
318,0.0,знать ещё,поэтому знать,chicago_360
319,0.0,знать ещё,сюда остаться,chicago_360
320,0.0,знать ещё,туда приехать,chicago_360
321,0.0,знать ещё,быстро поднять,chicago_360
322,0.0,знать ещё,вдалеке приехать,chicago_360
323,0.0,знать ещё,знать ещё,chicago_360
324,0.0,знать ещё,лифт смотровой,chicago_360
325,0.0,знать ещё,некоторый время,chicago_360
326,0.0,знать ещё,площадка довольный,chicago_360
327,0.0,знать ещё,площадка некоторый,chicago_360
328,0.0,знать ещё,поворотный палуба,chicago_360
329,0.0,знать ещё,поэтому знать,chicago_360
330,0.0,знать ещё,сюда остаться,chicago_360
331,0.0,знать ещё,туда приехать,chicago_360
332,0.0,знать ещё,быстро поднять,chicago_360
333,0.0,знать ещё,вдалеке приехать,chicago_360
334,0.0,знать ещё,знать ещё,chicago_360
335,0.0,знать ещё,лифт смотровой,chicago_360
336,0.0,знать ещё,некоторый время,chicago_360
337,0.0,знать ещё,площадка довольный,chicago_360
338,0.0,знать ещё,площадка некоторый,chicago_360
339,0.0,знать ещё,поворотный палуба,chicago_360
340,0.0,знать ещё,поэтому знать,chicago_360
341,0.0,знать ещё,сюда остаться,chicago_360
342,0.0,знать ещё,туда приехать,chicago_360
343,0.0,знать ещё,быстро поднять,chicago_360
344,0.0,знать ещё,вдалеке приехать,chicago_360
345,0.0,знать ещё,знать ещё,chicago_360
346,0.0,знать ещё,лифт смотровой,chicago_360
347,0.0,знать ещё,некоторый время,chicago_360
348,0.0,знать ещё,площадка довольный,chicago_360
349,0.0,знать ещё,площадка некоторый,chicago_360
350,0.0,знать ещё,поворотный палуба,chicago_360
351,0.0,знать ещё,поэтому знать,chicago_360
352,0.0,знать ещё,сюда остаться,chicago_360
353,0.0,знать ещё,туда приехать,chicago_360
354,0.0,знать ещё,быстро поднять,chicago_360
355,0.0,знать ещё,вдалеке приехать,chicago_360
356,0.0,знать ещё,знать ещё,chicago_360
357,0.0,знать ещё,лифт смотровой,chicago_360
358,0.0,знать ещё,некоторый время,chicago_360
359,0.0,знать ещё,площадка довольный,chicago_360
360,0.0,знать ещё,площадка некоторый,chicago_360
361,0.0,знать ещё,поворотный палуба,chicago_360
362,0.0,знать ещё,поэтому знать,chicago_360
363,0.0,знать ещё,сюда остаться,chicago_360
364,0.0,знать ещё,туда приехать,chicago_360
365,0.0,знать ещё,быстро поднять,chicago_360
366,0.0,знать ещё,вдалеке приехать,chicago_360
367,0.0,знать ещё,знать ещё,chicago_360
368,0.0,знать ещё,лифт смотровой,chicago_360
369,0.0,знать ещё,некоторый время,chicago_360
370,0.0,знать ещё,площадка довольный,chicago_360
371,0.0,знать ещё,площадка некоторый,chicago_360
372,0.0,знать ещё,поворотный палуба,chicago_360
373,0.0,знать ещё,поэтому знать,chicago_360
374,0.0,знать ещё,сюда остаться,chicago_360
375,0.0,знать ещё,туда приехать,chicago_360
376,0.0,знать ещё,быстро поднять,chicago_360
377,0.0,знать ещё,вдалеке приехать,chicago_360
378,0.0,знать ещё,знать ещё,chicago_360
379,0.0,знать ещё,лифт смотровой,chicago_360
380,0.0,знать ещё,некоторый время,chicago_360
381,0.0,знать ещё,площадка довольный,chicago_360
382,0.0,знать ещё,площадка некоторый,chicago_360
383,0.0,знать ещё,поворотный палуба,chicago_360
384,0.0,знать ещё,поэтому знать,chicago_360
385,0.0,знать ещё,сюда остаться,chicago_360
386,0.0,знать ещё,туда приехать,chicago_360
387,0.0,знать ещё,быстро поднять,chicago_360
388,0.0,знать ещё,вдалеке приехать,chicago_360
389,0.0,знать ещё,знать ещё,chicago_360
390,0.0,знать ещё,лифт смотровой,chicago_360
391,0.0,знать ещё,некоторый время,chicago_360
392,0.0,знать ещё,площадка довольный,chicago_360
393,0.0,знать ещё,площадка некоторый,chicago_360
394,0.0,знать ещё,поворотный палуба,chicago_360
395,0.0,знать ещё,поэтому знать,chicago_360
396,0.0,знать ещё,сюда остаться,chicago_360
397,0.0,знать ещё,туда приехать,chicago_360
398,0.333423709310544,знать ещё,приехать сюда,chicago_360
399,0.1439682257015188,знать ещё,смотровой площадка,chicago_360
400,0.0,знать ещё,быстро поднять,chicago_360
401,0.0,знать ещё,вдалеке приехать,chicago_360
402,0.0,знать ещё,знать ещё,chicago_360
403,0.0,знать ещё,лифт смотровой,chicago_360
404,0.0,знать ещё,некоторый время,chicago_360
405,0.0,знать ещё,площадка довольный,chicago_360
406,0.0,знать ещё,площадка некоторый,chicago_360
407,0.0,знать ещё,поворотный палуба,chicago_360
408,0.0,знать ещё,поэтому знать,chicago_360
409,0.0,знать ещё,сюда остаться,chicago_360
410,0.0,знать ещё,туда приехать,chicago_360
411,0.0,знать ещё,быстро поднять,chicago_360
412,0.0,знать ещё,вдалеке приехать,chicago_360
413,0.0,знать ещё,знать ещё,chicago_360
414,0.0,знать ещё,лифт смотровой,chicago_360
415,0.0,знать ещё,некоторый время,chicago_360
416,0.0,знать ещё,площадка довольный,chicago_360
417,0.0,знать ещё,площадка некоторый,chicago_360
418,0.0,знать ещё,поворотный палуба,chicago_360
419,0.0,знать ещё,поэтому знать,chicago_360
420,0.0,знать ещё,сюда остаться,chicago_360
421,0.0,знать ещё,туда приехать,chicago_360
422,0.0,именитый уллис,именитый уллис,chicago_360
423,0.0,именитый уллис,площадка именитый,chicago_360
424,0.0,именитый уллис,правильно выбрать,chicago_360
425,0.0,именитый уллис,хороший площадка,chicago_360
426,0.0,именитый уллис,именитый уллис,chicago_360
427,0.0,именитый уллис,площадка именитый,chicago_360
428,0.0,именитый уллис,правильно выбрать,chicago_360
429,0.0,именитый уллис,хороший площадка,chicago_360
430,0.0,именитый уллис,именитый уллис,chicago_360
431,0.0,именитый уллис,площадка именитый,chicago_360
432,0.0,именитый уллис,правильно выбрать,chicago_360
433,0.0,именитый уллис,хороший площадка,chicago_360
434,0.0,именитый уллис,именитый уллис,chicago_360
435,0.0,именитый уллис,площадка именитый,chicago_360
436,0.0,именитый уллис,правильно выбрать,chicago_360
437,0.0,именитый уллис,хороший площадка,chicago_360
438,0.0,интересно посмотреть,интересно посмотреть,chicago_360
439,0.0,интересно посмотреть,особенность сдвижной,chicago_360
440,0.0,интересно посмотреть,посмотреть сверху,chicago_360
441,0.0,интересно посмотреть,свой особенность,chicago_360
442,0.0,интересно посмотреть,сдвижной окно,chicago_360
443,0.0,интересно посмотреть,интересно посмотреть,chicago_360
444,0.0,интересно посмотреть,особенность сдвижной,chicago_360
445,0.0,интересно посмотреть,посмотреть сверху,chicago_360
446,0.0,интересно посмотреть,свой особенность,chicago_360
447,0.0,интересно посмотреть,сдвижной окно,chicago_360
448,0.0,интересно посмотреть,интересно посмотреть,chicago_360
449,0.0,интересно посмотреть,особенность сдвижной,chicago_360
450,0.0,интересно посмотреть,посмотреть сверху,chicago_360
451,0.0,интересно посмотреть,свой особенность,chicago_360
452,0.0,интересно посмотреть,сдвижной окно,chicago_360
453,0.0,интересно посмотреть,интересно посмотреть,chicago_360
454,0.0,интересно посмотреть,особенность сдвижной,chicago_360
455,0.0,интересно посмотреть,посмотреть сверху,chicago_360
456,0.0,интересно посмотреть,свой особенность,chicago_360
457,0.0,интересно посмотреть,сдвижной окно,chicago_360
458,0.0,интересно посмотреть,интересно посмотреть,chicago_360
459,0.0,интересно посмотреть,особенность сдвижной,chicago_360
460,0.0,интересно посмотреть,посмотреть сверху,chicago_360
461,0.0,интересно посмотреть,свой особенность,chicago_360
462,0.0,интересно посмотреть,сдвижной окно,chicago_360
463,0.0,красивый очередь,красивый очередь,chicago_360
464,0.0,красивый очередь,очередь больший,chicago_360
465,0.0,красивый очередь,продвигаться быстро,chicago_360
466,0.0,красивый очередь,красивый очередь,chicago_360
467,0.0,красивый очередь,очередь больший,chicago_360
468,0.0,красивый очередь,продвигаться быстро,chicago_360
469,0.0,красивый очередь,красивый очередь,chicago_360
470,0.0,красивый очередь,очередь больший,chicago_360
471,0.0,красивый очередь,продвигаться быстро,chicago_360
472,0.0,лифт смотровой,быстро поднять,chicago_360
473,0.0,лифт смотровой,вдалеке приехать,chicago_360
474,0.0,лифт смотровой,знать ещё,chicago_360
475,0.0,лифт смотровой,лифт смотровой,chicago_360
476,0.0,лифт смотровой,некоторый время,chicago_360
477,0.0,лифт смотровой,площадка довольный,chicago_360
478,0.0,лифт смотровой,площадка некоторый,chicago_360
479,0.0,лифт смотровой,поворотный палуба,chicago_360
480,0.0,лифт смотровой,поэтому знать,chicago_360
481,0.0,лифт смотровой,сюда остаться,chicago_360
482,0.0,лифт смотровой,туда приехать,chicago_360
483,0.0,лифт смотровой,быстро поднять,chicago_360
484,0.0,лифт смотровой,вдалеке приехать,chicago_360
485,0.0,лифт смотровой,знать ещё,chicago_360
486,0.0,лифт смотровой,лифт смотровой,chicago_360
487,0.0,лифт смотровой,некоторый время,chicago_360
488,0.0,лифт смотровой,площадка довольный,chicago_360
489,0.0,лифт смотровой,площадка некоторый,chicago_360
490,0.0,лифт смотровой,поворотный палуба,chicago_360
491,0.0,лифт смотровой,поэтому знать,chicago_360
492,0.0,лифт смотровой,сюда остаться,chicago_360
493,0.0,лифт смотровой,туда приехать,chicago_360
494,0.0,лифт смотровой,быстро поднять,chicago_360
495,0.0,лифт смотровой,вдалеке приехать,chicago_360
496,0.0,лифт смотровой,знать ещё,chicago_360
497,0.0,лифт смотровой,лифт смотровой,chicago_360
498,0.0,лифт смотровой,некоторый время,chicago_360
499,0.0,лифт смотровой,площадка довольный,chicago_360
500,0.0,лифт смотровой,площадка некоторый,chicago_360
501,0.0,лифт смотровой,поворотный палуба,chicago_360
502,0.0,лифт смотровой,поэтому знать,chicago_360
503,0.0,лифт смотровой,сюда остаться,chicago_360
504,0.0,лифт смотровой,туда приехать,chicago_360
505,0.0,лифт смотровой,быстро поднять,chicago_360
506,0.0,лифт смотровой,вдалеке приехать,chicago_360
507,0.0,лифт смотровой,знать ещё,chicago_360
508,0.0,лифт смотровой,лифт смотровой,chicago_360
509,0.0,лифт смотровой,некоторый время,chicago_360
510,0.0,лифт смотровой,площадка довольный,chicago_360
511,0.0,лифт смотровой,площадка некоторый,chicago_360
512,0.0,лифт смотровой,поворотный палуба,chicago_360
513,0.0,лифт смотровой,поэтому знать,chicago_360
514,0.0,лифт смотровой,сюда остаться,chicago_360
515,0.0,лифт смотровой,туда приехать,chicago_360
516,0.0,лифт смотровой,быстро поднять,chicago_360
517,0.0,лифт смотровой,вдалеке приехать,chicago_360
518,0.0,лифт смотровой,знать ещё,chicago_360
519,0.0,лифт смотровой,лифт смотровой,chicago_360
520,0.0,лифт смотровой,некоторый время,chicago_360
521,0.0,лифт смотровой,площадка довольный,chicago_360
522,0.0,лифт смотровой,площадка некоторый,chicago_360
523,0.0,лифт смотровой,поворотный палуба,chicago_360
